,stopping_criteria,answer_how,sampling_strategy,aggregation_strategy,k,model,accuracy,entropy,length
479,entropy_threshold,answer_first,nucleus,element_wise_max,1,Qwen_Qwen2_5_0_5B_Instruct,0.14,3.3256048696079623,196.44
480,entropy_threshold,answer_first,nucleus,element_wise_max,1,Qwen_Qwen3_0_6B,0.14,2.247016625650398,200.0
481,entropy_threshold,answer_first,nucleus,element_wise_max,1,Qwen_Qwen3_1_7B,0.56,0.14048813997021858,200.0
482,entropy_threshold,answer_first,nucleus,element_wise_max,1,Qwen_Qwen3_4B,0.64,0.09068463136184837,200.0
483,entropy_threshold,answer_first,nucleus,element_wise_max,2,microsoft_phi_4_mini_instruct,0.74,5.25148482564132,194.62
484,entropy_threshold,answer_first,nucleus,element_wise_max,2,microsoft_phi_4_mini_reasoning,0.48,0.8550985341122038,188.88
485,entropy_threshold,answer_first,nucleus,element_wise_max,2,Qwen_Qwen2_5_3B_Instruct,0.82,2.129024107454442,200.0
486,entropy_threshold,answer_first,nucleus,element_wise_max,2,Qwen_Qwen2_5_0_5B_Instruct,0.12,3.3256048696079623,196.44
487,entropy_threshold,answer_first,nucleus,element_wise_max,2,Qwen_Qwen3_0_6B,0.22,2.247016625650398,200.0
488,entropy_threshold,answer_first,nucleus,element_wise_max,2,Qwen_Qwen3_1_7B,0.58,0.14048813997021858,200.0
489,entropy_threshold,answer_first,nucleus,element_wise_max,2,Qwen_Qwen3_4B,0.62,0.09068463136184837,200.0
490,entropy_threshold,answer_first,nucleus,element_wise_max,4,microsoft_phi_4_mini_instruct,0.7,5.25148482564132,194.62
491,entropy_threshold,answer_first,nucleus,element_wise_max,4,microsoft_phi_4_mini_reasoning,0.48,0.8550985341122038,188.88
492,entropy_threshold,answer_first,nucleus,element_wise_max,4,Qwen_Qwen2_5_3B_Instruct,0.84,2.129024107454442,200.0
493,entropy_threshold,answer_first,nucleus,element_wise_max,4,Qwen_Qwen2_5_0_5B_Instruct,0.18,3.3256048696079623,196.44
494,entropy_threshold,answer_first,nucleus,element_wise_max,4,Qwen_Qwen3_0_6B,0.2,2.247016625650398,200.0
495,entropy_threshold,answer_first,nucleus,element_wise_max,4,Qwen_Qwen3_1_7B,0.62,0.14048813997021858,200.0
496,entropy_threshold,answer_first,nucleus,element_wise_max,4,Qwen_Qwen3_4B,0.52,0.09068463136184837,200.0
497,entropy_threshold,answer_first,nucleus,element_wise_max,8,microsoft_phi_4_mini_instruct,0.74,5.25148482564132,194.62
498,entropy_threshold,answer_first,nucleus,element_wise_max,8,microsoft_phi_4_mini_reasoning,0.48,0.8550985341122038,188.88
499,entropy_threshold,answer_first,nucleus,element_wise_max,8,Qwen_Qwen2_5_3B_Instruct,0.82,2.129024107454442,200.0
500,entropy_threshold,answer_first,nucleus,element_wise_max,8,Qwen_Qwen2_5_0_5B_Instruct,0.12,3.3256048696079623,196.44
501,entropy_threshold,answer_first,nucleus,element_wise_max,8,Qwen_Qwen3_0_6B,0.22,2.247016625650398,200.0
502,entropy_threshold,answer_first,nucleus,element_wise_max,8,Qwen_Qwen3_1_7B,0.58,0.14048813997021858,200.0
503,entropy_threshold,answer_first,nucleus,element_wise_max,8,Qwen_Qwen3_4B,0.64,0.09068463136184837,200.0
504,entropy_threshold,answer_first,nucleus,dirichlet,1,microsoft_phi_4_mini_instruct,0.56,0.506816234928576,196.54
505,entropy_threshold,answer_first,nucleus,dirichlet,1,microsoft_phi_4_mini_reasoning,0.64,0.1154852736472038,200.0
506,entropy_threshold,answer_first,nucleus,dirichlet,1,Qwen_Qwen2_5_3B_Instruct,0.82,0.2488004229892958,200.0
507,entropy_threshold,answer_first,nucleus,dirichlet,1,Qwen_Qwen2_5_0_5B_Instruct,0.26,0.3092323400582487,200.0
508,entropy_threshold,answer_first,nucleus,dirichlet,1,Qwen_Qwen3_0_6B,0.52,0.3394956542897115,200.0
509,entropy_threshold,answer_first,nucleus,dirichlet,1,Qwen_Qwen3_1_7B,0.6,0.10154883933291656,200.0
510,entropy_threshold,answer_first,nucleus,dirichlet,1,Qwen_Qwen3_4B,0.56,0.08246662596507702,200.0
511,entropy_threshold,answer_first,nucleus,dirichlet,2,microsoft_phi_4_mini_instruct,0.6,0.5700098624420787,194.38
512,entropy_threshold,answer_first,nucleus,dirichlet,2,microsoft_phi_4_mini_reasoning,0.48,0.11362865537189613,200.0
513,entropy_threshold,answer_first,nucleus,dirichlet,2,Qwen_Qwen2_5_3B_Instruct,0.8,0.26326009420923907,200.0
514,entropy_threshold,answer_first,nucleus,dirichlet,2,Qwen_Qwen2_5_0_5B_Instruct,0.22,0.2861688223026419,200.0
515,entropy_threshold,answer_first,nucleus,dirichlet,2,Qwen_Qwen3_0_6B,0.42,0.3355259653173503,200.0
516,entropy_threshold,answer_first,nucleus,dirichlet,2,Qwen_Qwen3_1_7B,0.62,0.10284235543267133,200.0
517,entropy_threshold,answer_first,nucleus,dirichlet,2,Qwen_Qwen3_4B,0.56,0.0850141233150513,200.0
518,entropy_threshold,answer_first,nucleus,dirichlet,4,microsoft_phi_4_mini_instruct,0.62,0.5308491265009028,198.36
519,entropy_threshold,answer_first,nucleus,dirichlet,4,microsoft_phi_4_mini_reasoning,0.54,0.11670285707131366,200.0
520,entropy_threshold,answer_first,nucleus,dirichlet,4,Qwen_Qwen2_5_3B_Instruct,0.76,0.25687020858207243,200.0
521,entropy_threshold,answer_first,nucleus,dirichlet,4,Qwen_Qwen2_5_0_5B_Instruct,0.28,0.2804302436502194,200.0
522,entropy_threshold,answer_first,nucleus,dirichlet,4,Qwen_Qwen3_0_6B,0.48,0.33100643867386526,200.0
523,entropy_threshold,answer_first,nucleus,dirichlet,4,Qwen_Qwen3_1_7B,0.54,0.10200336706506763,200.0
524,entropy_threshold,answer_first,nucleus,dirichlet,4,Qwen_Qwen3_4B,0.64,0.08409040116573346,200.0
525,entropy_threshold,answer_first,nucleus,dirichlet,8,microsoft_phi_4_mini_instruct,0.62,0.5161403451366315,200.0
526,entropy_threshold,answer_first,nucleus,dirichlet,8,microsoft_phi_4_mini_reasoning,0.62,0.10662363949634386,200.0
527,entropy_threshold,answer_first,nucleus,dirichlet,8,Qwen_Qwen2_5_3B_Instruct,0.76,0.256128318890157,200.0
528,entropy_threshold,answer_first,nucleus,dirichlet,8,Qwen_Qwen2_5_0_5B_Instruct,0.32,0.27515091817925386,200.0
529,entropy_threshold,answer_first,nucleus,dirichlet,8,Qwen_Qwen3_0_6B,0.34,0.3286267892727794,200.0
530,entropy_threshold,answer_first,nucleus,dirichlet,8,Qwen_Qwen3_1_7B,0.58,0.10100436982755218,200.0
531,entropy_threshold,answer_first,nucleus,dirichlet,8,Qwen_Qwen3_4B,0.56,0.08510575106238316,200.0
532,entropy_threshold,answer_first,nucleus,second_moment,1,microsoft_phi_4_mini_instruct,0.0,4.8224733266356425,50.44
533,entropy_threshold,answer_first,nucleus,second_moment,1,microsoft_phi_4_mini_reasoning,0.0,4.016769316091056,51.1
534,entropy_threshold,answer_first,nucleus,second_moment,1,Qwen_Qwen2_5_3B_Instruct,0.74,2.6259449183426486,200.0
535,entropy_threshold,answer_first,nucleus,second_moment,1,Qwen_Qwen2_5_0_5B_Instruct,0.02,6.096804208937941,200.0
536,entropy_threshold,answer_first,nucleus,second_moment,1,Qwen_Qwen3_0_6B,0.02,1.8719162482451563,200.0
537,entropy_threshold,answer_first,nucleus,second_moment,1,Qwen_Qwen3_1_7B,0.56,0.36584127902648295,200.0
538,entropy_threshold,answer_first,nucleus,second_moment,1,Qwen_Qwen3_4B,0.7,1.4936241363036475,200.0
539,entropy_threshold,answer_first,nucleus,second_moment,2,microsoft_phi_4_mini_instruct,0.0,4.8224733266356425,50.44
540,entropy_threshold,answer_first,nucleus,second_moment,2,microsoft_phi_4_mini_reasoning,0.0,4.016769316091056,51.1
541,entropy_threshold,answer_first,nucleus,second_moment,2,Qwen_Qwen2_5_3B_Instruct,0.82,2.6259449183426486,200.0
542,entropy_threshold,answer_first,nucleus,second_moment,2,Qwen_Qwen2_5_0_5B_Instruct,0.0,6.096804208937941,200.0
543,entropy_threshold,answer_first,nucleus,second_moment,2,Qwen_Qwen3_0_6B,0.0,1.8719162482451563,200.0
544,entropy_threshold,answer_first,nucleus,second_moment,2,Qwen_Qwen3_1_7B,0.56,0.36584127902648295,200.0
545,entropy_threshold,answer_first,nucleus,second_moment,2,Qwen_Qwen3_4B,0.74,1.4936241363036475,200.0
546,entropy_threshold,answer_first,nucleus,second_moment,4,microsoft_phi_4_mini_instruct,0.0,4.8224733266356425,50.44
547,entropy_threshold,answer_first,nucleus,second_moment,4,microsoft_phi_4_mini_reasoning,0.02,4.016769316091056,51.1
548,entropy_threshold,answer_first,nucleus,second_moment,4,Qwen_Qwen2_5_3B_Instruct,0.8,2.6259449183426486,200.0
549,entropy_threshold,answer_first,nucleus,second_moment,4,Qwen_Qwen2_5_0_5B_Instruct,0.08,6.096804208937941,200.0
550,entropy_threshold,answer_first,nucleus,second_moment,4,Qwen_Qwen3_0_6B,0.02,1.8719162482451563,200.0
551,entropy_threshold,answer_first,nucleus,second_moment,4,Qwen_Qwen3_1_7B,0.44,0.36584127902648295,200.0
552,entropy_threshold,answer_first,nucleus,second_moment,4,Qwen_Qwen3_4B,0.78,1.4936241363036475,200.0
553,entropy_threshold,answer_first,nucleus,second_moment,8,microsoft_phi_4_mini_instruct,0.0,4.8224733266356425,50.44
554,entropy_threshold,answer_first,nucleus,second_moment,8,microsoft_phi_4_mini_reasoning,0.02,4.016769316091056,51.1
555,entropy_threshold,answer_first,nucleus,second_moment,8,Qwen_Qwen2_5_3B_Instruct,0.82,2.6259449183426486,200.0
556,entropy_threshold,answer_first,nucleus,second_moment,8,Qwen_Qwen2_5_0_5B_Instruct,0.04,6.096804208937941,200.0
557,entropy_threshold,answer_first,nucleus,second_moment,8,Qwen_Qwen3_0_6B,0.0,1.8719162482451563,200.0
558,entropy_threshold,answer_first,nucleus,second_moment,8,Qwen_Qwen3_1_7B,0.6,0.36584127902648295,200.0
559,entropy_threshold,answer_first,nucleus,second_moment,8,Qwen_Qwen3_4B,0.66,1.4936241363036475,200.0
560,entropy_threshold,answer_first,top_k,weighted_sum,1,microsoft_phi_4_mini_instruct,0.7,0.0,200.0
561,entropy_threshold,answer_first,top_k,weighted_sum,1,microsoft_phi_4_mini_reasoning,0.6,0.0,200.0
562,entropy_threshold,answer_first,top_k,weighted_sum,1,Qwen_Qwen2_5_3B_Instruct,0.84,0.0,200.0
563,entropy_threshold,answer_first,top_k,weighted_sum,1,Qwen_Qwen2_5_0_5B_Instruct,0.28,0.0,200.0
564,entropy_threshold,answer_first,top_k,weighted_sum,1,Qwen_Qwen3_0_6B,0.46,0.0,199.88
565,entropy_threshold,answer_first,top_k,weighted_sum,1,Qwen_Qwen3_1_7B,0.7,0.0,200.0
566,entropy_threshold,answer_first,top_k,weighted_sum,1,Qwen_Qwen3_4B,0.62,0.0,200.0
567,entropy_threshold,answer_first,top_k,weighted_sum,2,microsoft_phi_4_mini_instruct,0.68,0.25546741498284786,199.94
568,entropy_threshold,answer_first,top_k,weighted_sum,2,microsoft_phi_4_mini_reasoning,0.58,0.11406271967639343,200.0
569,entropy_threshold,answer_first,top_k,weighted_sum,2,Qwen_Qwen2_5_3B_Instruct,0.78,0.19774017353817053,200.0
570,entropy_threshold,answer_first,top_k,weighted_sum,2,Qwen_Qwen2_5_0_5B_Instruct,0.32,0.20207487118299858,200.0
571,entropy_threshold,answer_first,top_k,weighted_sum,2,Qwen_Qwen3_0_6B,0.42,0.2651751438943112,200.0
572,entropy_threshold,answer_first,top_k,weighted_sum,2,Qwen_Qwen3_1_7B,0.62,0.10498358868903754,200.0
573,entropy_threshold,answer_first,top_k,weighted_sum,2,Qwen_Qwen3_4B,0.64,0.09324970874039692,200.0
574,entropy_threshold,answer_first,top_k,weighted_sum,4,microsoft_phi_4_mini_instruct,0.6,0.3879696879527343,197.3
575,entropy_threshold,answer_first,top_k,weighted_sum,4,microsoft_phi_4_mini_reasoning,0.52,0.12997396574562703,200.0
576,entropy_threshold,answer_first,top_k,weighted_sum,4,Qwen_Qwen2_5_3B_Instruct,0.8,0.28053748841029646,200.0
577,entropy_threshold,answer_first,top_k,weighted_sum,4,Qwen_Qwen2_5_0_5B_Instruct,0.28,0.2980504027520905,200.0
578,entropy_threshold,answer_first,top_k,weighted_sum,4,Qwen_Qwen3_0_6B,0.4,0.374505494697928,199.74
579,entropy_threshold,answer_first,top_k,weighted_sum,4,Qwen_Qwen3_1_7B,0.62,0.12066780955179877,200.0
580,entropy_threshold,answer_first,top_k,weighted_sum,4,Qwen_Qwen3_4B,0.66,0.10335173448165781,200.0
581,entropy_threshold,answer_first,top_k,weighted_sum,8,microsoft_phi_4_mini_instruct,0.68,0.4778397083734999,199.12
582,entropy_threshold,answer_first,top_k,weighted_sum,8,microsoft_phi_4_mini_reasoning,0.5,0.13516361761015136,200.0
583,entropy_threshold,answer_first,top_k,weighted_sum,8,Qwen_Qwen2_5_3B_Instruct,0.78,0.31407444848818267,200.0
584,entropy_threshold,answer_first,top_k,weighted_sum,8,Qwen_Qwen2_5_0_5B_Instruct,0.26,0.3543851735600677,200.0
585,entropy_threshold,answer_first,top_k,weighted_sum,8,Qwen_Qwen3_0_6B,0.44,0.41090945779051036,200.0
586,entropy_threshold,answer_first,top_k,weighted_sum,8,Qwen_Qwen3_1_7B,0.5,0.12232577315152664,200.0
587,entropy_threshold,answer_first,top_k,weighted_sum,8,Qwen_Qwen3_4B,0.7,0.10215422127365968,200.0
588,entropy_threshold,answer_first,top_k,element_wise_max,1,microsoft_phi_4_mini_instruct,0.7,0.0,200.0
589,entropy_threshold,answer_first,top_k,element_wise_max,1,microsoft_phi_4_mini_reasoning,0.52,0.0,200.0
590,entropy_threshold,answer_first,top_k,element_wise_max,1,Qwen_Qwen2_5_3B_Instruct,0.84,0.0,200.0
591,entropy_threshold,answer_first,top_k,element_wise_max,1,Qwen_Qwen2_5_0_5B_Instruct,0.24,0.0,200.0
592,entropy_threshold,answer_first,top_k,element_wise_max,1,Qwen_Qwen3_0_6B,0.44,0.0,199.88
593,entropy_threshold,answer_first,top_k,element_wise_max,1,Qwen_Qwen3_1_7B,0.68,0.0,200.0
594,entropy_threshold,answer_first,top_k,element_wise_max,1,Qwen_Qwen3_4B,0.64,0.0,200.0
595,entropy_threshold,answer_first,top_k,element_wise_max,2,microsoft_phi_4_mini_instruct,0.64,0.49002481570872986,198.3
596,entropy_threshold,answer_first,top_k,element_wise_max,2,microsoft_phi_4_mini_reasoning,0.32,0.47010893352115857,118.56
597,entropy_threshold,answer_first,top_k,element_wise_max,2,Qwen_Qwen2_5_3B_Instruct,0.1,0.5180980345554981,200.0
598,entropy_threshold,answer_first,top_k,element_wise_max,2,Qwen_Qwen2_5_0_5B_Instruct,0.1,0.6068012858501459,196.04
599,entropy_threshold,answer_first,top_k,element_wise_max,2,Qwen_Qwen3_0_6B,0.08,0.47926419153895267,194.78
600,entropy_threshold,answer_first,top_k,element_wise_max,2,Qwen_Qwen3_1_7B,0.62,0.24823983451134127,65.44
601,entropy_threshold,answer_first,top_k,element_wise_max,2,Qwen_Qwen3_4B,0.54,0.15203992582494186,188.06
602,entropy_threshold,answer_first,top_k,element_wise_max,4,microsoft_phi_4_mini_instruct,0.64,1.1881169323216993,192.22
603,entropy_threshold,answer_first,top_k,element_wise_max,4,microsoft_phi_4_mini_reasoning,0.34,0.9452766749624185,49.9
604,entropy_threshold,answer_first,top_k,element_wise_max,4,Qwen_Qwen2_5_3B_Instruct,0.84,1.1100797517486003,200.0
605,entropy_threshold,answer_first,top_k,element_wise_max,4,Qwen_Qwen2_5_0_5B_Instruct,0.12,1.1319684894584807,196.78
606,entropy_threshold,answer_first,top_k,element_wise_max,4,Qwen_Qwen3_0_6B,0.16,1.0241355080647943,131.64
607,entropy_threshold,answer_first,top_k,element_wise_max,4,Qwen_Qwen3_1_7B,0.62,0.27804798744324166,5.96
608,entropy_threshold,answer_first,top_k,element_wise_max,4,Qwen_Qwen3_4B,0.62,0.4678745987599621,184.16
609,entropy_threshold,answer_first,top_k,element_wise_max,8,microsoft_phi_4_mini_instruct,0.68,1.3861708250687574,197.42
610,entropy_threshold,answer_first,top_k,element_wise_max,8,microsoft_phi_4_mini_reasoning,0.26,1.5265328551430637,71.2
611,entropy_threshold,answer_first,top_k,element_wise_max,8,Qwen_Qwen2_5_3B_Instruct,0.78,1.3705348534604356,200.0
612,entropy_threshold,answer_first,top_k,element_wise_max,8,Qwen_Qwen2_5_0_5B_Instruct,0.18,1.3542289493431583,135.42
613,entropy_threshold,answer_first,top_k,element_wise_max,8,Qwen_Qwen3_0_6B,0.2,0.5963463152806178,200.0
614,entropy_threshold,answer_first,top_k,element_wise_max,8,Qwen_Qwen3_1_7B,0.62,0.7141258874305112,14.64
615,entropy_threshold,answer_first,top_k,element_wise_max,8,Qwen_Qwen3_4B,0.62,0.542973511700368,196.04
616,entropy_threshold,answer_first,top_k,dirichlet,1,microsoft_phi_4_mini_instruct,0.7,0.0,200.0
617,entropy_threshold,answer_first,top_k,dirichlet,1,microsoft_phi_4_mini_reasoning,0.64,0.0,200.0
618,entropy_threshold,answer_first,top_k,dirichlet,1,Qwen_Qwen2_5_3B_Instruct,0.82,0.0,200.0
619,entropy_threshold,answer_first,top_k,dirichlet,1,Qwen_Qwen2_5_0_5B_Instruct,0.32,0.0,200.0
620,entropy_threshold,answer_first,top_k,dirichlet,1,Qwen_Qwen3_0_6B,0.52,0.0,199.88
621,entropy_threshold,answer_first,top_k,dirichlet,1,Qwen_Qwen3_1_7B,0.62,0.0,200.0
622,entropy_threshold,answer_first,top_k,dirichlet,1,Qwen_Qwen3_4B,0.64,0.0,200.0
623,entropy_threshold,answer_first,top_k,dirichlet,2,microsoft_phi_4_mini_instruct,0.66,0.25214099553915226,198.7
624,entropy_threshold,answer_first,top_k,dirichlet,2,microsoft_phi_4_mini_reasoning,0.58,0.11347286003550239,200.0
625,entropy_threshold,answer_first,top_k,dirichlet,2,Qwen_Qwen2_5_3B_Instruct,0.8,0.20271790535837958,200.0
626,entropy_threshold,answer_first,top_k,dirichlet,2,Qwen_Qwen2_5_0_5B_Instruct,0.32,0.20830368180165015,200.0
627,entropy_threshold,answer_first,top_k,dirichlet,2,Qwen_Qwen3_0_6B,0.36,0.25828885474327407,200.0
628,entropy_threshold,answer_first,top_k,dirichlet,2,Qwen_Qwen3_1_7B,0.56,0.10498282253702841,200.0
629,entropy_threshold,answer_first,top_k,dirichlet,2,Qwen_Qwen3_4B,0.62,0.08375176138783691,200.0
630,entropy_threshold,answer_first,top_k,dirichlet,4,microsoft_phi_4_mini_instruct,0.68,0.4011357074133214,198.94
631,entropy_threshold,answer_first,top_k,dirichlet,4,microsoft_phi_4_mini_reasoning,0.62,0.13252761047663014,200.0
632,entropy_threshold,answer_first,top_k,dirichlet,4,Qwen_Qwen2_5_3B_Instruct,0.76,0.3002684961517232,200.0
633,entropy_threshold,answer_first,top_k,dirichlet,4,Qwen_Qwen2_5_0_5B_Instruct,0.24,0.31598787217893376,200.0
634,entropy_threshold,answer_first,top_k,dirichlet,4,Qwen_Qwen3_0_6B,0.4,0.3773072927532583,200.0
635,entropy_threshold,answer_first,top_k,dirichlet,4,Qwen_Qwen3_1_7B,0.58,0.11461320404536542,200.0
636,entropy_threshold,answer_first,top_k,dirichlet,4,Qwen_Qwen3_4B,0.56,0.10367872278801292,200.0
637,entropy_threshold,answer_first,top_k,dirichlet,8,microsoft_phi_4_mini_instruct,0.72,0.45813159615937,196.66
638,entropy_threshold,answer_first,top_k,dirichlet,8,microsoft_phi_4_mini_reasoning,0.62,0.12655383647676258,200.0
639,entropy_threshold,answer_first,top_k,dirichlet,8,Qwen_Qwen2_5_3B_Instruct,0.78,0.3287514548822435,200.0
640,entropy_threshold,answer_first,top_k,dirichlet,8,Qwen_Qwen2_5_0_5B_Instruct,0.26,0.36806970640352726,200.0
641,entropy_threshold,answer_first,top_k,dirichlet,8,Qwen_Qwen3_0_6B,0.38,0.39847501613713104,199.42
642,entropy_threshold,answer_first,top_k,dirichlet,8,Qwen_Qwen3_1_7B,0.62,0.11706828931132704,200.0
643,entropy_threshold,answer_first,top_k,dirichlet,8,Qwen_Qwen3_4B,0.7,0.10434518772907213,200.0
644,entropy_threshold,answer_first,top_k,second_moment,1,microsoft_phi_4_mini_instruct,0.0,0.0,116.52
645,entropy_threshold,answer_first,top_k,second_moment,1,microsoft_phi_4_mini_reasoning,0.04,0.0,62.34
646,entropy_threshold,answer_first,top_k,second_moment,1,Qwen_Qwen2_5_3B_Instruct,0.62,0.0,200.0
647,entropy_threshold,answer_first,top_k,second_moment,1,Qwen_Qwen2_5_0_5B_Instruct,0.08,0.0,199.9
648,entropy_threshold,answer_first,top_k,second_moment,1,Qwen_Qwen3_0_6B,0.0,0.0,200.0
649,entropy_threshold,answer_first,top_k,second_moment,1,Qwen_Qwen3_1_7B,0.4,0.0,200.0
650,entropy_threshold,answer_first,top_k,second_moment,1,Qwen_Qwen3_4B,0.8,0.0,200.0
651,entropy_threshold,answer_first,top_k,second_moment,2,microsoft_phi_4_mini_instruct,0.0,0.8290457527683072,74.76
652,entropy_threshold,answer_first,top_k,second_moment,2,microsoft_phi_4_mini_reasoning,0.04,0.710599963559966,23.48
653,entropy_threshold,answer_first,top_k,second_moment,2,Qwen_Qwen2_5_3B_Instruct,0.8,0.7572740027568999,200.0
654,entropy_threshold,answer_first,top_k,second_moment,2,Qwen_Qwen2_5_0_5B_Instruct,0.02,0.8967217436262541,200.0
655,entropy_threshold,answer_first,top_k,second_moment,2,Qwen_Qwen3_0_6B,0.0,0.6497267445618358,200.0
656,entropy_threshold,answer_first,top_k,second_moment,2,Qwen_Qwen3_1_7B,0.44,0.23418668704295356,200.0
657,entropy_threshold,answer_first,top_k,second_moment,2,Qwen_Qwen3_4B,0.74,0.8217988750873879,200.0
658,entropy_threshold,answer_first,top_k,second_moment,4,microsoft_phi_4_mini_instruct,0.0,1.5446413720037184,58.0
659,entropy_threshold,answer_first,top_k,second_moment,4,microsoft_phi_4_mini_reasoning,0.02,1.4039551746152366,37.4
660,entropy_threshold,answer_first,top_k,second_moment,4,Qwen_Qwen2_5_3B_Instruct,0.74,1.3188805111388484,200.0
661,entropy_threshold,answer_first,top_k,second_moment,4,Qwen_Qwen2_5_0_5B_Instruct,0.08,1.7151217419232547,200.0
662,entropy_threshold,answer_first,top_k,second_moment,4,Qwen_Qwen3_0_6B,0.02,0.8234556156908728,200.0
663,entropy_threshold,answer_first,top_k,second_moment,4,Qwen_Qwen3_1_7B,0.42,0.3208753236920298,200.0
664,entropy_threshold,answer_first,top_k,second_moment,4,Qwen_Qwen3_4B,0.68,1.3234348821911552,200.0
665,entropy_threshold,answer_first,top_k,second_moment,8,microsoft_phi_4_mini_instruct,0.0,2.2543746806980023,64.72
666,entropy_threshold,answer_first,top_k,second_moment,8,microsoft_phi_4_mini_reasoning,0.04,1.8345635792626338,33.06
667,entropy_threshold,answer_first,top_k,second_moment,8,Qwen_Qwen2_5_3B_Instruct,0.8,1.7443339762001477,200.0
668,entropy_threshold,answer_first,top_k,second_moment,8,Qwen_Qwen2_5_0_5B_Instruct,0.02,2.4805346306908724,200.0
669,entropy_threshold,answer_first,top_k,second_moment,8,Qwen_Qwen3_0_6B,0.02,1.0033054370761256,200.0
670,entropy_threshold,answer_first,top_k,second_moment,8,Qwen_Qwen3_1_7B,0.52,0.36803292660729764,200.0
671,entropy_threshold,answer_first,top_k,second_moment,8,Qwen_Qwen3_4B,0.7,1.573526244654148,200.0
672,entropy_threshold,think_first,nucleus,weighted_sum,1,microsoft_phi_4_mini_instruct,0.74,0.5245014127427559,196.64
673,entropy_threshold,think_first,nucleus,weighted_sum,1,microsoft_phi_4_mini_reasoning,0.66,0.11436085031357318,200.0
674,entropy_threshold,think_first,nucleus,weighted_sum,1,Qwen_Qwen2_5_3B_Instruct,0.8,0.2787169844902849,200.0
675,entropy_threshold,think_first,nucleus,weighted_sum,1,Qwen_Qwen2_5_0_5B_Instruct,0.18,0.28736136996440986,200.0
676,entropy_threshold,think_first,nucleus,weighted_sum,1,Qwen_Qwen3_0_6B,0.68,0.3473808154435027,199.92
677,entropy_threshold,think_first,nucleus,weighted_sum,1,Qwen_Qwen3_1_7B,0.8,0.10238676898637418,200.0
678,entropy_threshold,think_first,nucleus,weighted_sum,1,Qwen_Qwen3_4B,0.86,0.08512443581292928,200.0
679,entropy_threshold,think_first,nucleus,weighted_sum,2,microsoft_phi_4_mini_instruct,0.64,0.5245014127427559,196.64
680,entropy_threshold,think_first,nucleus,weighted_sum,2,microsoft_phi_4_mini_reasoning,0.7,0.11436085031357318,200.0
681,entropy_threshold,think_first,nucleus,weighted_sum,2,Qwen_Qwen2_5_3B_Instruct,0.84,0.2787169844902849,200.0
682,entropy_threshold,think_first,nucleus,weighted_sum,2,Qwen_Qwen2_5_0_5B_Instruct,0.24,0.28736136996440986,200.0
683,entropy_threshold,think_first,nucleus,weighted_sum,2,Qwen_Qwen3_0_6B,0.62,0.3473808154435027,199.92
684,entropy_threshold,think_first,nucleus,weighted_sum,2,Qwen_Qwen3_1_7B,0.8,0.10238676898637418,200.0
685,entropy_threshold,think_first,nucleus,weighted_sum,2,Qwen_Qwen3_4B,0.92,0.08512443581292928,200.0
686,entropy_threshold,think_first,nucleus,weighted_sum,4,microsoft_phi_4_mini_instruct,0.68,0.5245014127427559,196.64
687,entropy_threshold,think_first,nucleus,weighted_sum,4,microsoft_phi_4_mini_reasoning,0.66,0.11436085031357318,200.0
688,entropy_threshold,think_first,nucleus,weighted_sum,4,Qwen_Qwen2_5_3B_Instruct,0.8,0.2787169844902849,200.0
689,entropy_threshold,think_first,nucleus,weighted_sum,4,Qwen_Qwen2_5_0_5B_Instruct,0.2,0.28736136996440986,200.0
690,entropy_threshold,think_first,nucleus,weighted_sum,4,Qwen_Qwen3_0_6B,0.58,0.3473808154435027,199.92
691,entropy_threshold,think_first,nucleus,weighted_sum,4,Qwen_Qwen3_1_7B,0.86,0.10238676898637418,200.0
692,entropy_threshold,think_first,nucleus,weighted_sum,4,Qwen_Qwen3_4B,0.86,0.08512443581292928,200.0
693,entropy_threshold,think_first,nucleus,weighted_sum,8,microsoft_phi_4_mini_instruct,0.68,0.5245014127427559,196.64
694,entropy_threshold,think_first,nucleus,weighted_sum,8,microsoft_phi_4_mini_reasoning,0.68,0.11436085031357318,200.0
695,entropy_threshold,think_first,nucleus,weighted_sum,8,Qwen_Qwen2_5_3B_Instruct,0.84,0.2787169844902849,200.0
696,entropy_threshold,think_first,nucleus,weighted_sum,8,Qwen_Qwen2_5_0_5B_Instruct,0.24,0.28736136996440986,200.0
697,entropy_threshold,think_first,nucleus,weighted_sum,8,Qwen_Qwen3_0_6B,0.62,0.3473808154435027,199.92
698,entropy_threshold,think_first,nucleus,weighted_sum,8,Qwen_Qwen3_1_7B,0.76,0.10238676898637418,200.0
699,entropy_threshold,think_first,nucleus,weighted_sum,8,Qwen_Qwen3_4B,0.86,0.08512443581292928,200.0
700,entropy_threshold,think_first,nucleus,element_wise_max,1,microsoft_phi_4_mini_instruct,0.74,5.25148482564132,194.62
701,entropy_threshold,think_first,nucleus,element_wise_max,1,microsoft_phi_4_mini_reasoning,0.64,0.8550985341122038,188.88
702,entropy_threshold,think_first,nucleus,element_wise_max,1,Qwen_Qwen2_5_3B_Instruct,0.84,2.129024107454442,200.0
703,entropy_threshold,think_first,nucleus,element_wise_max,1,Qwen_Qwen2_5_0_5B_Instruct,0.14,3.3256048696079623,196.44
704,entropy_threshold,think_first,nucleus,element_wise_max,1,Qwen_Qwen3_0_6B,0.58,2.247016625650398,200.0
