,stopping_criteria,answer_how,sampling_strategy,aggregation_strategy,k,model,accuracy,entropy,length
238,end_token,think_first,nucleus,weighted_sum,4,microsoft_phi_4_mini_instruct,0.76,0.5245014127427559,196.64
239,end_token,think_first,nucleus,weighted_sum,4,microsoft_phi_4_mini_reasoning,0.72,0.11436085031357318,200.0
240,end_token,think_first,nucleus,weighted_sum,4,Qwen_Qwen2_5_3B_Instruct,0.88,0.2787169844902849,200.0
241,end_token,think_first,nucleus,weighted_sum,4,Qwen_Qwen2_5_0_5B_Instruct,0.2,0.28736136996440986,200.0
242,end_token,think_first,nucleus,weighted_sum,4,Qwen_Qwen3_0_6B,0.56,0.3473808154435027,199.92
243,end_token,think_first,nucleus,weighted_sum,4,Qwen_Qwen3_1_7B,0.78,0.10238676898637418,200.0
244,end_token,think_first,nucleus,weighted_sum,4,Qwen_Qwen3_4B,0.82,0.08512443581292928,200.0
245,end_token,think_first,nucleus,weighted_sum,8,microsoft_phi_4_mini_instruct,0.68,0.5245014127427559,196.64
246,end_token,think_first,nucleus,weighted_sum,8,microsoft_phi_4_mini_reasoning,0.8,0.11436085031357318,200.0
247,end_token,think_first,nucleus,weighted_sum,8,Qwen_Qwen2_5_3B_Instruct,0.82,0.2787169844902849,200.0
248,end_token,think_first,nucleus,weighted_sum,8,Qwen_Qwen2_5_0_5B_Instruct,0.24,0.28736136996440986,200.0
249,end_token,think_first,nucleus,weighted_sum,8,Qwen_Qwen3_0_6B,0.66,0.3473808154435027,199.92
250,end_token,think_first,nucleus,weighted_sum,8,Qwen_Qwen3_1_7B,0.84,0.10238676898637418,200.0
251,end_token,think_first,nucleus,weighted_sum,8,Qwen_Qwen3_4B,0.88,0.08512443581292928,200.0
252,end_token,think_first,nucleus,element_wise_max,1,microsoft_phi_4_mini_instruct,0.84,5.25148482564132,194.62
253,end_token,think_first,nucleus,element_wise_max,1,microsoft_phi_4_mini_reasoning,0.62,0.8550985341122038,188.88
254,end_token,think_first,nucleus,element_wise_max,1,Qwen_Qwen2_5_3B_Instruct,0.86,2.129024107454442,200.0
255,end_token,think_first,nucleus,element_wise_max,1,Qwen_Qwen2_5_0_5B_Instruct,0.12,3.3256048696079623,196.44
256,end_token,think_first,nucleus,element_wise_max,1,Qwen_Qwen3_0_6B,0.52,2.247016625650398,200.0
257,end_token,think_first,nucleus,element_wise_max,1,Qwen_Qwen3_1_7B,0.8,0.14048813997021858,200.0
258,end_token,think_first,nucleus,element_wise_max,1,Qwen_Qwen3_4B,0.86,0.09068463136184837,200.0
259,end_token,think_first,nucleus,element_wise_max,2,microsoft_phi_4_mini_instruct,0.72,5.25148482564132,194.62
260,end_token,think_first,nucleus,element_wise_max,2,microsoft_phi_4_mini_reasoning,0.66,0.8550985341122038,188.88
261,end_token,think_first,nucleus,element_wise_max,2,Qwen_Qwen2_5_3B_Instruct,0.78,2.129024107454442,200.0
262,end_token,think_first,nucleus,element_wise_max,2,Qwen_Qwen2_5_0_5B_Instruct,0.06,3.3256048696079623,196.44
263,end_token,think_first,nucleus,element_wise_max,2,Qwen_Qwen3_0_6B,0.64,2.247016625650398,200.0
264,end_token,think_first,nucleus,element_wise_max,2,Qwen_Qwen3_1_7B,0.78,0.14048813997021858,200.0
265,end_token,think_first,nucleus,element_wise_max,2,Qwen_Qwen3_4B,0.82,0.09068463136184837,200.0
266,end_token,think_first,nucleus,element_wise_max,4,microsoft_phi_4_mini_instruct,0.7,5.25148482564132,194.62
267,end_token,think_first,nucleus,element_wise_max,4,microsoft_phi_4_mini_reasoning,0.62,0.8550985341122038,188.88
268,end_token,think_first,nucleus,element_wise_max,4,Qwen_Qwen2_5_3B_Instruct,0.78,2.129024107454442,200.0
269,end_token,think_first,nucleus,element_wise_max,4,Qwen_Qwen2_5_0_5B_Instruct,0.14,3.3256048696079623,196.44
270,end_token,think_first,nucleus,element_wise_max,4,Qwen_Qwen3_0_6B,0.62,2.247016625650398,200.0
271,end_token,think_first,nucleus,element_wise_max,4,Qwen_Qwen3_1_7B,0.8,0.14048813997021858,200.0
272,end_token,think_first,nucleus,element_wise_max,4,Qwen_Qwen3_4B,0.82,0.09068463136184837,200.0
273,end_token,think_first,nucleus,element_wise_max,8,microsoft_phi_4_mini_instruct,0.78,5.25148482564132,194.62
274,end_token,think_first,nucleus,element_wise_max,8,microsoft_phi_4_mini_reasoning,0.66,0.8550985341122038,188.88
275,end_token,think_first,nucleus,element_wise_max,8,Qwen_Qwen2_5_3B_Instruct,0.8,2.129024107454442,200.0
276,end_token,think_first,nucleus,element_wise_max,8,Qwen_Qwen2_5_0_5B_Instruct,0.16,3.3256048696079623,196.44
277,end_token,think_first,nucleus,element_wise_max,8,Qwen_Qwen3_0_6B,0.64,2.247016625650398,200.0
278,end_token,think_first,nucleus,element_wise_max,8,Qwen_Qwen3_1_7B,0.74,0.14048813997021858,200.0
279,end_token,think_first,nucleus,element_wise_max,8,Qwen_Qwen3_4B,0.88,0.09068463136184837,200.0
280,end_token,think_first,nucleus,dirichlet,1,microsoft_phi_4_mini_instruct,0.74,0.5396444823675922,195.82
281,end_token,think_first,nucleus,dirichlet,1,microsoft_phi_4_mini_reasoning,0.74,0.1143724635692524,200.0
282,end_token,think_first,nucleus,dirichlet,1,Qwen_Qwen2_5_3B_Instruct,0.76,0.2762097883822512,200.0
283,end_token,think_first,nucleus,dirichlet,1,Qwen_Qwen2_5_0_5B_Instruct,0.26,0.2845895405452879,200.0
284,end_token,think_first,nucleus,dirichlet,1,Qwen_Qwen3_0_6B,0.5,0.34890192736881825,200.0
285,end_token,think_first,nucleus,dirichlet,1,Qwen_Qwen3_1_7B,0.78,0.09691080904488329,200.0
286,end_token,think_first,nucleus,dirichlet,1,Qwen_Qwen3_4B,0.88,0.0853489190547742,200.0
287,end_token,think_first,nucleus,dirichlet,2,microsoft_phi_4_mini_instruct,0.74,0.4862578375389808,196.14
288,end_token,think_first,nucleus,dirichlet,2,microsoft_phi_4_mini_reasoning,0.72,0.11345005091251241,200.0
289,end_token,think_first,nucleus,dirichlet,2,Qwen_Qwen2_5_3B_Instruct,0.88,0.2719141205360189,200.0
290,end_token,think_first,nucleus,dirichlet,2,Qwen_Qwen2_5_0_5B_Instruct,0.22,0.318652169880253,200.0
291,end_token,think_first,nucleus,dirichlet,2,Qwen_Qwen3_0_6B,0.56,0.3207334473097769,200.0
292,end_token,think_first,nucleus,dirichlet,2,Qwen_Qwen3_1_7B,0.82,0.1030653949344417,200.0
293,end_token,think_first,nucleus,dirichlet,2,Qwen_Qwen3_4B,0.88,0.08394128325270915,200.0
294,end_token,think_first,nucleus,dirichlet,4,microsoft_phi_4_mini_instruct,0.66,0.5054844844459208,199.74
295,end_token,think_first,nucleus,dirichlet,4,microsoft_phi_4_mini_reasoning,0.8,0.11038029910511453,200.0
296,end_token,think_first,nucleus,dirichlet,4,Qwen_Qwen2_5_3B_Instruct,0.78,0.26567202959076075,200.0
297,end_token,think_first,nucleus,dirichlet,4,Qwen_Qwen2_5_0_5B_Instruct,0.34,0.2859836831305339,200.0
298,end_token,think_first,nucleus,dirichlet,4,Qwen_Qwen3_0_6B,0.58,0.3468021166399025,200.0
299,end_token,think_first,nucleus,dirichlet,4,Qwen_Qwen3_1_7B,0.8,0.09788560664458819,200.0
300,end_token,think_first,nucleus,dirichlet,4,Qwen_Qwen3_4B,0.84,0.0834777139084539,200.0
301,end_token,think_first,nucleus,dirichlet,8,microsoft_phi_4_mini_instruct,0.66,0.4964409111217318,194.92
302,end_token,think_first,nucleus,dirichlet,8,microsoft_phi_4_mini_reasoning,0.78,0.1165242290784802,200.0
303,end_token,think_first,nucleus,dirichlet,8,Qwen_Qwen2_5_3B_Instruct,0.76,0.2850412130849125,200.0
304,end_token,think_first,nucleus,dirichlet,8,Qwen_Qwen2_5_0_5B_Instruct,0.22,0.318505521467341,200.0
305,end_token,think_first,nucleus,dirichlet,8,Qwen_Qwen3_0_6B,0.64,0.3146924774214332,200.0
306,end_token,think_first,nucleus,dirichlet,8,Qwen_Qwen3_1_7B,0.8,0.09650870456002643,200.0
307,end_token,think_first,nucleus,dirichlet,8,Qwen_Qwen3_4B,0.86,0.08649291484473627,200.0
308,end_token,think_first,nucleus,second_moment,1,microsoft_phi_4_mini_instruct,0.0,4.8224733266356425,50.44
309,end_token,think_first,nucleus,second_moment,1,microsoft_phi_4_mini_reasoning,0.06,4.016769316091056,51.1
310,end_token,think_first,nucleus,second_moment,1,Qwen_Qwen2_5_3B_Instruct,0.7,2.6259449183426486,200.0
311,end_token,think_first,nucleus,second_moment,1,Qwen_Qwen2_5_0_5B_Instruct,0.12,6.096804208937941,200.0
312,end_token,think_first,nucleus,second_moment,1,Qwen_Qwen3_0_6B,0.0,1.8719162482451563,200.0
313,end_token,think_first,nucleus,second_moment,1,Qwen_Qwen3_1_7B,0.84,0.36584127902648295,200.0
314,end_token,think_first,nucleus,second_moment,1,Qwen_Qwen3_4B,0.8,1.4936241363036475,200.0
315,end_token,think_first,nucleus,second_moment,2,microsoft_phi_4_mini_instruct,0.0,4.8224733266356425,50.44
316,end_token,think_first,nucleus,second_moment,2,microsoft_phi_4_mini_reasoning,0.02,4.016769316091056,51.1
317,end_token,think_first,nucleus,second_moment,2,Qwen_Qwen2_5_3B_Instruct,0.82,2.6259449183426486,200.0
318,end_token,think_first,nucleus,second_moment,2,Qwen_Qwen2_5_0_5B_Instruct,0.08,6.096804208937941,200.0
319,end_token,think_first,nucleus,second_moment,2,Qwen_Qwen3_0_6B,0.0,1.8719162482451563,200.0
320,end_token,think_first,nucleus,second_moment,2,Qwen_Qwen3_1_7B,0.76,0.36584127902648295,200.0
321,end_token,think_first,nucleus,second_moment,2,Qwen_Qwen3_4B,0.9,1.4936241363036475,200.0
322,end_token,think_first,nucleus,second_moment,4,microsoft_phi_4_mini_instruct,0.02,4.8224733266356425,50.44
323,end_token,think_first,nucleus,second_moment,4,microsoft_phi_4_mini_reasoning,0.02,4.016769316091056,51.1
324,end_token,think_first,nucleus,second_moment,4,Qwen_Qwen2_5_3B_Instruct,0.78,2.6259449183426486,200.0
325,end_token,think_first,nucleus,second_moment,4,Qwen_Qwen2_5_0_5B_Instruct,0.12,6.096804208937941,200.0
326,end_token,think_first,nucleus,second_moment,4,Qwen_Qwen3_0_6B,0.02,1.8719162482451563,200.0
327,end_token,think_first,nucleus,second_moment,4,Qwen_Qwen3_1_7B,0.78,0.36584127902648295,200.0
328,end_token,think_first,nucleus,second_moment,4,Qwen_Qwen3_4B,0.82,1.4936241363036475,200.0
329,end_token,think_first,nucleus,second_moment,8,microsoft_phi_4_mini_instruct,0.0,4.8224733266356425,50.44
330,end_token,think_first,nucleus,second_moment,8,microsoft_phi_4_mini_reasoning,0.06,4.016769316091056,51.1
331,end_token,think_first,nucleus,second_moment,8,Qwen_Qwen2_5_3B_Instruct,0.8,2.6259449183426486,200.0
332,end_token,think_first,nucleus,second_moment,8,Qwen_Qwen2_5_0_5B_Instruct,0.2,6.096804208937941,200.0
333,end_token,think_first,nucleus,second_moment,8,Qwen_Qwen3_0_6B,0.0,1.8719162482451563,200.0
334,end_token,think_first,nucleus,second_moment,8,Qwen_Qwen3_1_7B,0.74,0.36584127902648295,200.0
335,end_token,think_first,nucleus,second_moment,8,Qwen_Qwen3_4B,0.82,1.4936241363036475,200.0
336,end_token,think_first,top_k,weighted_sum,1,microsoft_phi_4_mini_instruct,0.72,0.0,200.0
337,end_token,think_first,top_k,weighted_sum,1,microsoft_phi_4_mini_reasoning,0.76,0.0,200.0
338,end_token,think_first,top_k,weighted_sum,1,Qwen_Qwen2_5_3B_Instruct,0.84,0.0,200.0
339,end_token,think_first,top_k,weighted_sum,1,Qwen_Qwen2_5_0_5B_Instruct,0.3,0.0,200.0
340,end_token,think_first,top_k,weighted_sum,1,Qwen_Qwen3_0_6B,0.5,0.0,199.88
341,end_token,think_first,top_k,weighted_sum,1,Qwen_Qwen3_1_7B,0.84,0.0,200.0
342,end_token,think_first,top_k,weighted_sum,1,Qwen_Qwen3_4B,0.88,0.0,200.0
343,end_token,think_first,top_k,weighted_sum,2,microsoft_phi_4_mini_instruct,0.68,0.25546741498284786,199.94
344,end_token,think_first,top_k,weighted_sum,2,microsoft_phi_4_mini_reasoning,0.76,0.11406271967639343,200.0
345,end_token,think_first,top_k,weighted_sum,2,Qwen_Qwen2_5_3B_Instruct,0.82,0.19774017353817053,200.0
346,end_token,think_first,top_k,weighted_sum,2,Qwen_Qwen2_5_0_5B_Instruct,0.3,0.20207487118299858,200.0
347,end_token,think_first,top_k,weighted_sum,2,Qwen_Qwen3_0_6B,0.7,0.2651751438943112,200.0
348,end_token,think_first,top_k,weighted_sum,2,Qwen_Qwen3_1_7B,0.8,0.10498358868903754,200.0
349,end_token,think_first,top_k,weighted_sum,2,Qwen_Qwen3_4B,0.88,0.09324970874039692,200.0
350,end_token,think_first,top_k,weighted_sum,4,microsoft_phi_4_mini_instruct,0.64,0.3879696879527343,197.3
351,end_token,think_first,top_k,weighted_sum,4,microsoft_phi_4_mini_reasoning,0.68,0.12997396574562703,200.0
352,end_token,think_first,top_k,weighted_sum,4,Qwen_Qwen2_5_3B_Instruct,0.82,0.28053748841029646,200.0
353,end_token,think_first,top_k,weighted_sum,4,Qwen_Qwen2_5_0_5B_Instruct,0.2,0.2980504027520905,200.0
354,end_token,think_first,top_k,weighted_sum,4,Qwen_Qwen3_0_6B,0.5,0.374505494697928,199.74
355,end_token,think_first,top_k,weighted_sum,4,Qwen_Qwen3_1_7B,0.82,0.12066780955179877,200.0
356,end_token,think_first,top_k,weighted_sum,4,Qwen_Qwen3_4B,0.72,0.10335173448165781,200.0
357,end_token,think_first,top_k,weighted_sum,8,microsoft_phi_4_mini_instruct,0.64,0.4778397083734999,199.12
358,end_token,think_first,top_k,weighted_sum,8,microsoft_phi_4_mini_reasoning,0.74,0.13516361761015136,200.0
359,end_token,think_first,top_k,weighted_sum,8,Qwen_Qwen2_5_3B_Instruct,0.84,0.31407444848818267,200.0
360,end_token,think_first,top_k,weighted_sum,8,Qwen_Qwen2_5_0_5B_Instruct,0.28,0.3543851735600677,200.0
361,end_token,think_first,top_k,weighted_sum,8,Qwen_Qwen3_0_6B,0.54,0.41090945779051036,200.0
362,end_token,think_first,top_k,weighted_sum,8,Qwen_Qwen3_1_7B,0.82,0.12232577315152664,200.0
363,end_token,think_first,top_k,weighted_sum,8,Qwen_Qwen3_4B,0.82,0.10215422127365968,200.0
364,end_token,think_first,top_k,element_wise_max,1,microsoft_phi_4_mini_instruct,0.7,0.0,200.0
365,end_token,think_first,top_k,element_wise_max,1,microsoft_phi_4_mini_reasoning,0.68,0.0,200.0
366,end_token,think_first,top_k,element_wise_max,1,Qwen_Qwen2_5_3B_Instruct,0.84,0.0,200.0
367,end_token,think_first,top_k,element_wise_max,1,Qwen_Qwen2_5_0_5B_Instruct,0.32,0.0,200.0
368,end_token,think_first,top_k,element_wise_max,1,Qwen_Qwen3_0_6B,0.6,0.0,199.88
369,end_token,think_first,top_k,element_wise_max,1,Qwen_Qwen3_1_7B,0.84,0.0,200.0
370,end_token,think_first,top_k,element_wise_max,1,Qwen_Qwen3_4B,0.84,0.0,200.0
371,end_token,think_first,top_k,element_wise_max,2,microsoft_phi_4_mini_instruct,0.68,0.49002481570872986,198.3
372,end_token,think_first,top_k,element_wise_max,2,microsoft_phi_4_mini_reasoning,0.66,0.47010893352115857,118.56
373,end_token,think_first,top_k,element_wise_max,2,Qwen_Qwen2_5_3B_Instruct,0.18,0.5180980345554981,200.0
374,end_token,think_first,top_k,element_wise_max,2,Qwen_Qwen2_5_0_5B_Instruct,0.16,0.6068012858501459,196.04
375,end_token,think_first,top_k,element_wise_max,2,Qwen_Qwen3_0_6B,0.54,0.47926419153895267,194.78
376,end_token,think_first,top_k,element_wise_max,2,Qwen_Qwen3_1_7B,0.8,0.24823983451134127,65.44
377,end_token,think_first,top_k,element_wise_max,2,Qwen_Qwen3_4B,0.88,0.15203992582494186,188.06
378,end_token,think_first,top_k,element_wise_max,4,microsoft_phi_4_mini_instruct,0.76,1.1881169323216993,192.22
379,end_token,think_first,top_k,element_wise_max,4,microsoft_phi_4_mini_reasoning,0.58,0.9452766749624185,49.9
380,end_token,think_first,top_k,element_wise_max,4,Qwen_Qwen2_5_3B_Instruct,0.76,1.1100797517486003,200.0
381,end_token,think_first,top_k,element_wise_max,4,Qwen_Qwen2_5_0_5B_Instruct,0.18,1.1319684894584807,196.78
382,end_token,think_first,top_k,element_wise_max,4,Qwen_Qwen3_0_6B,0.66,1.0241355080647943,131.64
383,end_token,think_first,top_k,element_wise_max,4,Qwen_Qwen3_1_7B,0.78,0.27804798744324166,5.96
384,end_token,think_first,top_k,element_wise_max,4,Qwen_Qwen3_4B,0.82,0.4678745987599621,184.16
385,end_token,think_first,top_k,element_wise_max,8,microsoft_phi_4_mini_instruct,0.76,1.3861708250687574,197.42
386,end_token,think_first,top_k,element_wise_max,8,microsoft_phi_4_mini_reasoning,0.66,1.5265328551430637,71.2
387,end_token,think_first,top_k,element_wise_max,8,Qwen_Qwen2_5_3B_Instruct,0.84,1.3705348534604356,200.0
388,end_token,think_first,top_k,element_wise_max,8,Qwen_Qwen2_5_0_5B_Instruct,0.36,1.3542289493431583,135.42
389,end_token,think_first,top_k,element_wise_max,8,Qwen_Qwen3_0_6B,0.6,0.5963463152806178,200.0
390,end_token,think_first,top_k,element_wise_max,8,Qwen_Qwen3_1_7B,0.8,0.7141258874305112,14.64
391,end_token,think_first,top_k,element_wise_max,8,Qwen_Qwen3_4B,0.86,0.542973511700368,196.04
392,end_token,think_first,top_k,dirichlet,1,microsoft_phi_4_mini_instruct,0.7,0.0,200.0
393,end_token,think_first,top_k,dirichlet,1,microsoft_phi_4_mini_reasoning,0.7,0.0,200.0
394,end_token,think_first,top_k,dirichlet,1,Qwen_Qwen2_5_3B_Instruct,0.84,0.0,200.0
395,end_token,think_first,top_k,dirichlet,1,Qwen_Qwen2_5_0_5B_Instruct,0.26,0.0,200.0
396,end_token,think_first,top_k,dirichlet,1,Qwen_Qwen3_0_6B,0.56,0.0,199.88
397,end_token,think_first,top_k,dirichlet,1,Qwen_Qwen3_1_7B,0.84,0.0,200.0
398,end_token,think_first,top_k,dirichlet,1,Qwen_Qwen3_4B,0.86,0.0,200.0
399,end_token,think_first,top_k,dirichlet,2,microsoft_phi_4_mini_instruct,0.62,0.24429113004336822,200.0
400,end_token,think_first,top_k,dirichlet,2,microsoft_phi_4_mini_reasoning,0.78,0.11403706945811666,200.0
401,end_token,think_first,top_k,dirichlet,2,Qwen_Qwen2_5_3B_Instruct,0.8,0.20667039902824277,200.0
402,end_token,think_first,top_k,dirichlet,2,Qwen_Qwen2_5_0_5B_Instruct,0.24,0.19966284592341904,200.0
403,end_token,think_first,top_k,dirichlet,2,Qwen_Qwen3_0_6B,0.64,0.2593684968640043,200.0
404,end_token,think_first,top_k,dirichlet,2,Qwen_Qwen3_1_7B,0.76,0.09970736806026961,200.0
405,end_token,think_first,top_k,dirichlet,2,Qwen_Qwen3_4B,0.84,0.09205142739245406,200.0
406,end_token,think_first,top_k,dirichlet,4,microsoft_phi_4_mini_instruct,0.74,0.39312632346552384,197.62
407,end_token,think_first,top_k,dirichlet,4,microsoft_phi_4_mini_reasoning,0.78,0.1298948681209259,200.0
408,end_token,think_first,top_k,dirichlet,4,Qwen_Qwen2_5_3B_Instruct,0.7,0.2844710167108439,200.0
409,end_token,think_first,top_k,dirichlet,4,Qwen_Qwen2_5_0_5B_Instruct,0.18,0.3128348191665269,200.0
410,end_token,think_first,top_k,dirichlet,4,Qwen_Qwen3_0_6B,0.68,0.37670418150322255,200.0
411,end_token,think_first,top_k,dirichlet,4,Qwen_Qwen3_1_7B,0.78,0.11944542313493667,200.0
412,end_token,think_first,top_k,dirichlet,4,Qwen_Qwen3_4B,0.84,0.09855537666046005,200.0
413,end_token,think_first,top_k,dirichlet,8,microsoft_phi_4_mini_instruct,0.68,0.47867576486138963,194.76
414,end_token,think_first,top_k,dirichlet,8,microsoft_phi_4_mini_reasoning,0.72,0.13577644349283874,200.0
415,end_token,think_first,top_k,dirichlet,8,Qwen_Qwen2_5_3B_Instruct,0.78,0.34471110431624663,200.0
416,end_token,think_first,top_k,dirichlet,8,Qwen_Qwen2_5_0_5B_Instruct,0.16,0.39009591963175877,200.0
417,end_token,think_first,top_k,dirichlet,8,Qwen_Qwen3_0_6B,0.58,0.4020748858890184,200.0
418,end_token,think_first,top_k,dirichlet,8,Qwen_Qwen3_1_7B,0.8,0.11658767235917508,200.0
419,end_token,think_first,top_k,dirichlet,8,Qwen_Qwen3_4B,0.86,0.09915383410008556,200.0
420,end_token,think_first,top_k,second_moment,1,microsoft_phi_4_mini_instruct,0.0,0.0,116.52
421,end_token,think_first,top_k,second_moment,1,microsoft_phi_4_mini_reasoning,0.02,0.0,62.34
422,end_token,think_first,top_k,second_moment,1,Qwen_Qwen2_5_3B_Instruct,0.66,0.0,200.0
423,end_token,think_first,top_k,second_moment,1,Qwen_Qwen2_5_0_5B_Instruct,0.14,0.0,199.9
424,end_token,think_first,top_k,second_moment,1,Qwen_Qwen3_0_6B,0.0,0.0,200.0
425,end_token,think_first,top_k,second_moment,1,Qwen_Qwen3_1_7B,0.66,0.0,200.0
426,end_token,think_first,top_k,second_moment,1,Qwen_Qwen3_4B,0.84,0.0,200.0
427,end_token,think_first,top_k,second_moment,2,microsoft_phi_4_mini_instruct,0.0,0.8290457527683072,74.76
428,end_token,think_first,top_k,second_moment,2,microsoft_phi_4_mini_reasoning,0.14,0.710599963559966,23.48
429,end_token,think_first,top_k,second_moment,2,Qwen_Qwen2_5_3B_Instruct,0.82,0.7572740027568999,200.0
430,end_token,think_first,top_k,second_moment,2,Qwen_Qwen2_5_0_5B_Instruct,0.18,0.8967217436262541,200.0
431,end_token,think_first,top_k,second_moment,2,Qwen_Qwen3_0_6B,0.0,0.6497267445618358,200.0
432,end_token,think_first,top_k,second_moment,2,Qwen_Qwen3_1_7B,0.72,0.23418668704295356,200.0
433,end_token,think_first,top_k,second_moment,2,Qwen_Qwen3_4B,0.9,0.8217988750873879,200.0
434,end_token,think_first,top_k,second_moment,4,microsoft_phi_4_mini_instruct,0.04,1.5446413720037184,58.0
435,end_token,think_first,top_k,second_moment,4,microsoft_phi_4_mini_reasoning,0.08,1.4039551746152366,37.4
436,end_token,think_first,top_k,second_moment,4,Qwen_Qwen2_5_3B_Instruct,0.78,1.3188805111388484,200.0
437,end_token,think_first,top_k,second_moment,4,Qwen_Qwen2_5_0_5B_Instruct,0.22,1.7151217419232547,200.0
438,end_token,think_first,top_k,second_moment,4,Qwen_Qwen3_0_6B,0.0,0.8234556156908728,200.0
439,end_token,think_first,top_k,second_moment,4,Qwen_Qwen3_1_7B,0.74,0.3208753236920298,200.0
440,end_token,think_first,top_k,second_moment,4,Qwen_Qwen3_4B,0.86,1.3234348821911552,200.0
441,end_token,think_first,top_k,second_moment,8,microsoft_phi_4_mini_instruct,0.0,2.2543746806980023,64.72
442,end_token,think_first,top_k,second_moment,8,microsoft_phi_4_mini_reasoning,0.06,1.8345635792626338,33.06
443,end_token,think_first,top_k,second_moment,8,Qwen_Qwen2_5_3B_Instruct,0.8,1.7443339762001477,200.0
444,end_token,think_first,top_k,second_moment,8,Qwen_Qwen2_5_0_5B_Instruct,0.14,2.4805346306908724,200.0
445,end_token,think_first,top_k,second_moment,8,Qwen_Qwen3_0_6B,0.0,1.0033054370761256,200.0
446,end_token,think_first,top_k,second_moment,8,Qwen_Qwen3_1_7B,0.7,0.36803292660729764,200.0
447,end_token,think_first,top_k,second_moment,8,Qwen_Qwen3_4B,0.8,1.573526244654148,200.0
448,entropy_threshold,answer_first,nucleus,weighted_sum,1,microsoft_phi_4_mini_instruct,0.68,0.5245014127427559,196.64
449,entropy_threshold,answer_first,nucleus,weighted_sum,1,microsoft_phi_4_mini_reasoning,0.52,0.11436085031357318,200.0
450,entropy_threshold,answer_first,nucleus,weighted_sum,1,Qwen_Qwen2_5_3B_Instruct,0.82,0.2787169844902849,200.0
451,entropy_threshold,answer_first,nucleus,weighted_sum,1,Qwen_Qwen2_5_0_5B_Instruct,0.32,0.28736136996440986,200.0
452,entropy_threshold,answer_first,nucleus,weighted_sum,1,Qwen_Qwen3_0_6B,0.52,0.3473808154435027,199.92
453,entropy_threshold,answer_first,nucleus,weighted_sum,1,Qwen_Qwen3_1_7B,0.52,0.10238676898637418,200.0
454,entropy_threshold,answer_first,nucleus,weighted_sum,1,Qwen_Qwen3_4B,0.66,0.08512443581292928,200.0
455,entropy_threshold,answer_first,nucleus,weighted_sum,2,microsoft_phi_4_mini_instruct,0.62,0.5245014127427559,196.64
456,entropy_threshold,answer_first,nucleus,weighted_sum,2,microsoft_phi_4_mini_reasoning,0.68,0.11436085031357318,200.0
457,entropy_threshold,answer_first,nucleus,weighted_sum,2,Qwen_Qwen2_5_3B_Instruct,0.8,0.2787169844902849,200.0
458,entropy_threshold,answer_first,nucleus,weighted_sum,2,Qwen_Qwen2_5_0_5B_Instruct,0.24,0.28736136996440986,200.0
459,entropy_threshold,answer_first,nucleus,weighted_sum,2,Qwen_Qwen3_0_6B,0.46,0.3473808154435027,199.92
460,entropy_threshold,answer_first,nucleus,weighted_sum,2,Qwen_Qwen3_1_7B,0.54,0.10238676898637418,200.0
461,entropy_threshold,answer_first,nucleus,weighted_sum,2,Qwen_Qwen3_4B,0.64,0.08512443581292928,200.0
462,entropy_threshold,answer_first,nucleus,weighted_sum,4,microsoft_phi_4_mini_instruct,0.62,0.5245014127427559,196.64
463,entropy_threshold,answer_first,nucleus,weighted_sum,4,microsoft_phi_4_mini_reasoning,0.48,0.11436085031357318,200.0
464,entropy_threshold,answer_first,nucleus,weighted_sum,4,Qwen_Qwen2_5_3B_Instruct,0.74,0.2787169844902849,200.0
465,entropy_threshold,answer_first,nucleus,weighted_sum,4,Qwen_Qwen2_5_0_5B_Instruct,0.26,0.28736136996440986,200.0
466,entropy_threshold,answer_first,nucleus,weighted_sum,4,Qwen_Qwen3_0_6B,0.46,0.3473808154435027,199.92
467,entropy_threshold,answer_first,nucleus,weighted_sum,4,Qwen_Qwen3_1_7B,0.62,0.10238676898637418,200.0
468,entropy_threshold,answer_first,nucleus,weighted_sum,4,Qwen_Qwen3_4B,0.62,0.08512443581292928,200.0
469,entropy_threshold,answer_first,nucleus,weighted_sum,8,microsoft_phi_4_mini_instruct,0.62,0.5245014127427559,196.64
470,entropy_threshold,answer_first,nucleus,weighted_sum,8,microsoft_phi_4_mini_reasoning,0.7,0.11436085031357318,200.0
471,entropy_threshold,answer_first,nucleus,weighted_sum,8,Qwen_Qwen2_5_3B_Instruct,0.84,0.2787169844902849,200.0
472,entropy_threshold,answer_first,nucleus,weighted_sum,8,Qwen_Qwen2_5_0_5B_Instruct,0.26,0.28736136996440986,200.0
473,entropy_threshold,answer_first,nucleus,weighted_sum,8,Qwen_Qwen3_0_6B,0.42,0.3473808154435027,199.92
474,entropy_threshold,answer_first,nucleus,weighted_sum,8,Qwen_Qwen3_1_7B,0.58,0.10238676898637418,200.0
475,entropy_threshold,answer_first,nucleus,weighted_sum,8,Qwen_Qwen3_4B,0.66,0.08512443581292928,200.0
476,entropy_threshold,answer_first,nucleus,element_wise_max,1,microsoft_phi_4_mini_instruct,0.76,5.25148482564132,194.62
477,entropy_threshold,answer_first,nucleus,element_wise_max,1,microsoft_phi_4_mini_reasoning,0.52,0.8550985341122038,188.88
478,entropy_threshold,answer_first,nucleus,element_wise_max,1,Qwen_Qwen2_5_3B_Instruct,0.82,2.129024107454442,200.0
